Package Tracking Number,Transaction Date,Recipient Name,Recipient Company,Recipient Address,Recipient Country,Class,Total Cost,Package Weight,User Email,Service Cost,Weight (lbs),Appearances
{9455140105156000068857},2025-02-07 0:00:00,Interlibrary Loan,Mid-Continent Public Library,15616 E US Highway 24 Independence MO 64050-2057,US,Library Mail,4.4,1 lbs ,,,1,56
{9455109105156111450128},2025-01-03 0:00:00,Interlibrary Loan,North Olympic Library System,2210 S Peabody St Port Angeles WA 98362-6536,US,Library Mail,4.4,1 lbs ,,,1,54
{9455109105156112087910},2025-01-07 0:00:00,Interlibrary Loan,Salt Lake County Library Services,2197 E Ft Union Blvd Cottonwood Heights UT 84121-3139,US,Library Mail,5.82,3 lbs ,,,3,51
{9455109105156608465680},2025-01-10 0:00:00,Interlibrary Loan,Phoenix Public Library,1221 N Central Ave Phoenix AZ 85004-1867,US,Library Mail,5.82,3 lbs ,,,3,51
{9455109105156112745353},2025-01-10 0:00:00,Interlibrary Loan Dept,Denver Public Library,10 W 14th Avenue Pkwy Denver CO 80204-2731,US,Library Mail,4.4,1 lbs ,,,1,48
{9455109105156111441300},2025-01-03 0:00:00,Interlibrary Loan,San Francisco Public Library,100 Larkin St San Francisco CA 94102-4733,US,Library Mail,5.11,2 lbs ,,,2,47
{9455109105156112088276},2025-01-07 0:00:00,Interlibrary Loan,Queens Library,8911 Merrick Blvd Jamaica NY 11432-5242,US,Library Mail,5.11,2 lbs ,,,2,45
{9455109105156607628598},2025-01-06 0:00:00,Interlibrary Loan,Camas Public Library,625 NE 4th Ave Camas WA 98607-2109,US,Library Mail,5.11,2 lbs ,,,2,43
{9455109105156112451384},2025-01-09 0:00:00,Interlibrary Loan Department,Jefferson County Library System,620 Cedar Ave Port Hadlock WA 98339-5001,US,Library Mail,6.53,4 lbs ,,,4,43
{9455109105156608243073},2025-01-09 0:00:00,Interlibrary Loan,Johnson County Library,PO Box 2933 Shawnee Mission KS 66201-1333,US,Library Mail,5.82,3 lbs ,,,3,42
{9455109105156609168252},2025-01-15 0:00:00,Interlibrary Loan Department,Schaumburg Township District Library,130 S Roselle Rd Schaumburg IL 60193-1642,US,Library Mail,5.82,3 lbs ,,,3,42
{9455109105156608723339},2025-01-13 0:00:00,Interlibrary Loan,Wichita Public Library,711 W 2nd St N Wichita KS 67203-6004,US,Library Mail,5.11,2 lbs ,,,2,41
{9455109105156113672016},2025-01-16 0:00:00,Interlibrary Loans,Yakima Valley Libraries,102 N 3rd St Yakima WA 98901-2759,US,Library Mail,10.08,8 lbs 15 oz,,,8.9375,40
{9455109105156608243493},2025-01-09 0:00:00,ILL Dept,Springfield-Greene County Library,4653 S Campbell Ave Springfield MO 65810-1723,US,Library Mail,5.82,3 lbs ,,,3,39
{9455109105156111445575},2025-01-03 0:00:00,Interlibrary Loan,LeRoy Collins Leon County Public Library,200 W Park Ave Tallahassee FL 32301-7716,US,Library Mail,5.82,3 lbs ,,,3,38
{9455109105156608474583},2025-01-10 0:00:00,Interlibrary Loan,Salt Lake City Public Library,210 E 400 S Salt Lake City UT 84111-2804,US,Library Mail,4.4,1 lbs ,,,1,37
{9455109105156608474248},2025-01-10 0:00:00,Interlibrary Loan Dept,Madison Public Library,201 W Mifflin St Madison WI 53703-2597,US,Library Mail,4.4,1 lbs ,,,1,36
{9455109105156608713866},2025-01-13 0:00:00,Interlibrary Loan Dept,Buffalo & Erie County Public Library,1 Lafayette Sq Buffalo NY 14203-1887,US,Library Mail,6.53,4 lbs ,,,4,35
{9455109105156113145848},2025-01-14 0:00:00,Interlibrary Loan,Pikes Peak Library District,PO Box 1579 Colorado Springs CO 80901-1579,US,Library Mail,4.4,1 lbs ,,,1,35
{9455109105156111658135},2025-01-06 0:00:00,Interlibrary Loan,Davis County Library,PO Box 115 Farmington UT 84025-0115,US,Library Mail,5.11,2 lbs ,,,2,33
{9455109105156111659576},2025-01-06 0:00:00,ILL Office,Las Vegas-Clark County Library,7060 W Windmill Ln Las Vegas NV 89113-4678,US,Library Mail,5.11,2 lbs ,,,2,33
{9455109105156112453296},2025-01-09 0:00:00,Interlibrary Loan,Liberty Lake Municipal Library,23123 E Mission Ave Liberty Lake WA 99019-4917,US,Library Mail,5.82,3 lbs ,,,3,33
{9455109105156113146548},2025-01-14 0:00:00,Interlibrary Loan,Jefferson County Public Library,10500 W 38th Ave Wheat Ridge CO 80033-4012,US,Library Mail,5.11,2 lbs ,,,2,33
{9455109105156608239069},2025-01-09 0:00:00,Interlibrary Loans,Orcas Island Library,500 Rose St Eastsound WA 98245-9453,US,Library Mail,5.82,3 lbs ,,,3,32
{9455109105156608244391},2025-01-09 0:00:00,Washington State Library Services,Coyote Ridge Corrections Center Library,1301 N Ephrata Ave Connell WA 99326-9601,US,Library Mail,5.11,2 lbs ,,,2,32
{9455109105156113670548},2025-01-16 0:00:00,Interlibrary Loan,Douglas County Libraries,100 S Wilcox St Castle Rock CO 80104-1911,US,Library Mail,7.24,4 lbs 11.60 oz,,,4.725,32
{9455109105156115882482},2025-01-29 0:00:00,Interlibrary Loan,Richland Public Library,955 Northgate Dr Richland WA 99352-3505,US,Library Mail,5.11,2 lbs ,,,2,32
{9455140105156000009966},2025-01-31 0:00:00,Lee Library - ILL,Brigham Young University,3330 Hbll Provo UT 84602-6901,US,Library Mail,4.4,1 lbs ,,,1,31
{9455109105156608239120},2025-01-09 0:00:00,ILL Department,Washington Corrections Center for Women,9601 Bujacich Rd NW Gig Harbor WA 98332-8300,US,Library Mail,5.82,3 lbs ,,,3,30
{9455109105156608472985},2025-01-10 0:00:00,Moody Library - ILL,Baylor University,"1 Bear Pl, Unit 97148 Waco TX 76798-7148",US,Library Mail,4.4,1 lbs ,,,1,30
{9455109105156607453244},2025-01-03 0:00:00,Interlibrary Loan Dept,Carnegie Library of Pittsburgh,50 Alexander St Pittsburgh PA 15220-5502,US,Library Mail,4.4,1 lbs ,,,1,29
{9455109105156611205044},2025-01-28 0:00:00,Interlibrary Loan,Columbus Metropolitan Library,"400 W Johnstown Rd, Ste 100 Gahanna OH 43230-2733",US,Library Mail,5.11,2 lbs ,,,2,29
{9455109105156608462689},2025-01-10 0:00:00,Interlibrary Loan,Missoula Public Library,455 E Main St Missoula MT 59802-4799,US,Library Mail,7.24,5 lbs ,,,5,28
{9455109105156113040167},2025-01-13 0:00:00,Young Research Library ILL,UCLA,280 Charles E Young Dr Los Angeles CA 90095-1575,US,Library Mail,7.95,6 lbs ,,,6,28
{9455109105156610929156},2025-01-27 0:00:00,Mansfield Library - ILL,University of Montana,32 Campus Dr Missoula MT 59812-9936,US,Library Mail,7.24,5 lbs ,,,5,28
{9455109105156608244148},2025-01-09 0:00:00,Interlibrary Loan,Broward County Main Library,100 S Andrews Ave Fort Lauderdale FL 33301-1830,US,Library Mail,5.82,3 lbs ,,,3,27
{9455109105156608243684},2025-01-09 0:00:00,Interlibrary Loan,Everett Public Library,2702 Hoyt Ave Everett WA 98201-3556,US,Library Mail,5.11,2 lbs ,,,2,27
{9455109105156113935166},2025-01-17 0:00:00,Nereida Richey - ILL clerk,Albany Public Library,2450 14th Ave SE Albany OR 97322-6880,US,Library Mail,4.4,1 lbs ,,,1,27
{9455109105156611082133},2025-01-27 0:00:00,Interlibrary Loan,Daniel Boone Regional Library,100 W Broadway Columbia MO 65203-7300,US,Library Mail,4.4,1 lbs ,,,1,27
{9455109105156607629526},2025-01-06 0:00:00,Interlibrary Loan,East Bonner County Library,1407 Cedar St Sandpoint ID 83864-2052,US,Library Mail,5.11,2 lbs ,,,2,26
{9455109105156608462955},2025-01-10 0:00:00,Alkek Library - Interlibrary Loan,Texas State University - San Marcos,601 University Dr San Marcos TX 78666-4684,US,Library Mail,6.53,4 lbs ,,,4,26
{9455109105156112745582},2025-01-10 0:00:00,Interlibrary Loan,Brooklyn Public Library,10 Grand Army Plz Brooklyn NY 11238-5619,US,Library Mail,4.4,1 lbs ,,,1,26
{9455109105156112726055},2025-01-10 0:00:00,Resource Sharing Dept,Massachusetts Library System,"33 Boston Post Rd W, Ste 400 Marlborough MA 01752-1829",US,Library Mail,5.82,3 lbs ,,,3,26
{9455109105156113154499},2025-01-14 0:00:00,ILL Returns,Winnefox Library System,106 Washington Ave Oshkosh WI 54901-4933,US,Library Mail,4.4,1 lbs ,,,1,26
{9455140105156000068079},2025-02-07 0:00:00,Libraries - Document Delivery,Texas Tech University,2802 18th St Lubbock TX 79409-9819,US,Library Mail,5.82,3 lbs ,,,3,26
{9455109105156611200285},2025-01-28 0:00:00,Library Administration - ILL,Harris County Public Library System,5749 South Loop E Houston TX 77033-1604,US,Library Mail,5.11,2 lbs ,,,2,25
{9455109105156608243325},2025-01-09 0:00:00,Interlibrary Loan Dept,Orange County Public Libraries,1501 E Saint Andrew Pl Santa Ana CA 92705-4928,US,Library Mail,5.82,3 lbs ,,,3,24
{9455109105156609717740},2025-01-17 0:00:00,Interlibrary Loan,Orem Public Library,58 N State St Orem UT 84057-5596,US,Library Mail,4.4,1 lbs ,,,1,23
{9455109105156611767795},2025-01-30 0:00:00,Washington State Library Services,Washington Corrections Center Library,PO Box 900 Shelton WA 98584-0974,US,Library Mail,4.4,1 lbs ,,,1,23
{9455109105156129593039},2025-04-15 0:00:00,Interlibrary Loan,Santa Clara County Library District,1370 Dell Ave Campbell CA 95008-6604,US,Library Mail,4.4,1 lbs ,,,1,23
{9434609105156629699356},2025-06-18 0:00:00,Interlibrary Loan,San Juan Island Library,1010 Guard St Friday Harbor WA 98250-9205,US,USPS Ground,8.65,12 lbs ,,,12,23
{9455109105156607452742},2025-01-03 0:00:00,Interlibrary Loan,Siuslaw Public Library,1460 9th St Florence OR 97439-9427,US,Library Mail,4.4,1 lbs ,,,1,22
{9455109105156111663085},2025-01-06 0:00:00,Interlibrary Loan,St Charles City-County Library District,PO Box 529 Saint Peters MO 63376-0091,US,Library Mail,5.11,2 lbs ,,,2,22
{9455109105156608237768},2025-01-09 0:00:00,Interlibrary Loan,San Juan Island Library,1010 Guard St Friday Harbor WA 98250-9240,US,Library Mail,9.37,8 lbs ,,,8,22
{9455109105156608466076},2025-01-10 0:00:00,King Library Interlibrary Services,San Jose Public Library,150 E San Fernando St San Jose CA 95112-3580,US,Library Mail,5.82,3 lbs ,,,3,22
{9455109105156608474767},2025-01-10 0:00:00,Interlibrary Loan,Logan Library,285 N Main St Logan UT 84321-3914,US,Library Mail,4.4,1 lbs ,,,1,22
{9455109105156112731400},2025-01-10 0:00:00,Interlibrary Loan,High Plains Library District,2650 W 29th St Greeley CO 80631-8504,US,Library Mail,4.4,1 lbs ,,,1,22
{9455109105156113657006},2025-01-16 0:00:00,Founders Memorial Library - IDS Dept,Northern Illinois University,180 Stadium Dr Dekalb IL 60115-2720,US,Library Mail,5.82,2 lbs 6.10 oz,,,2.38125,22
{9455109105156607628741},2025-01-06 0:00:00,Interlibrary Loan,Finger Lakes Library System,1300 Dryden Rd Ithaca NY 14850-8734,US,Library Mail,5.11,2 lbs ,,,2,21
{9455109105156607632748},2025-01-06 0:00:00,Interlibrary Document Services,New York Public Library,"11 W 40th St, Frnt South Court Mezzanine New York NY 10018-2668",US,Library Mail,4.4,1 lbs ,,,1,21
{9455109105156607917562},2025-01-07 0:00:00,Interlibrary Loan Department,Claremont Colleges Libraries,800 N Dartmouth Ave Claremont CA 91711-3991,US,Library Mail,10.79,10 lbs ,,,10,21
{9455109105156112471566},2025-01-09 0:00:00,Interlibrary Loan,Des Plaines Public Library,1501 Ellinwood Ave Des Plaines IL 60016-4553,US,Library Mail,4.4,1 lbs ,,,1,21
{9455109105156609172662},2025-01-15 0:00:00,Interlibrary Loan,Bozeman Public Library,626 E Main St Bozeman MT 59715-3953,US,Library Mail,4.4,1 lbs ,,,1,21
{9455109105156114283686},2025-01-21 0:00:00,Interlibrary Loan,Palm Beach County Library System,3650 Summit Blvd West Palm Beach FL 33406-4114,US,Library Mail,5.82,3 lbs ,,,3,21
{9455109105156111664211},2025-01-06 0:00:00,ILL (49 HOU via TExpress),University of Houston,4333 University Dr Houston TX 77204-2000,US,Library Mail,5.11,2 lbs ,,,2,20
{9455109105156112745599},2025-01-10 0:00:00,Interlibrary Loan,Metropolitan Library System,"300 NE 50th St, Ste 4 Oklahoma City OK 73105-1838",US,Library Mail,4.4,1 lbs ,,,1,20
{9455109105156112743892},2025-01-10 0:00:00,Interlibrary Loan Dept,Monterey County Free Libraries,188 Seaside Cir Marina CA 93933-2500,US,Library Mail,4.4,1 lbs ,,,1,20
{9455109105156613546503},2025-02-25 0:00:00,Hurst Library - ILL Borrowing,Northwest University,PO Box 579 Kirkland WA 98083-0579,US,Library Mail,7.24,5 lbs ,,,5,20
{9455109105156111667250},2025-01-06 0:00:00,Interlibrary Loan,Twin Falls Public Library,201 4th Ave E Twin Falls ID 83301-6313,US,Library Mail,6.53,4 lbs ,,,4,19
{9455109105156113929622},2025-01-17 0:00:00,Interlibrary Loan,Omaha Public Library,3020 S 84th St Omaha NE 68124-3215,US,Library Mail,5.11,2 lbs ,,,2,19
{9455109105156612204794},2025-02-14 0:00:00,Interlibrary Services - Borrowing Unit,"University of California, Berkeley",133 Doe Library Berkeley CA 94720-6000,US,Library Mail,4.4,1 lbs ,,,1,19
{9455109105156619845518},2025-04-15 0:00:00,Library - ILL,University of Texas at Austin,"101 E 21st St, Stop S5463 Austin TX 78712-1492",US,Library Mail,4.4,1 lbs ,,,1,19
{9455109105156607919863},2025-01-08 0:00:00,Interlibrary Loan Dept,Chicago Public Library,"400 S State St, # 3N Chicago IL 60605-1216",US,Library Mail,4.4,1 lbs ,,,1,18
{9455109105156608471308},2025-01-10 0:00:00,Eli M Oboler Library - ILL,Idaho State University,"921 S 8th Ave, MSC 8089 Pocatello ID 83209-8089",US,Library Mail,5.11,2 lbs ,,,2,18
{9455109105156608731075},2025-01-13 0:00:00,Interlibrary Loans,Laramie County Library System,2200 Pioneer Ave Cheyenne WY 82001-3610,US,Library Mail,5.11,2 lbs ,,,2,18
{9455109105156609172754},2025-01-15 0:00:00,Interlibrary Loan,Boston Public Library,700 Boylston St Boston MA 02116-2813,US,Library Mail,4.4,1 lbs ,,,1,18
{9455109105156115235417},2025-01-27 0:00:00,Interlibrary Loan,Pima County Public Library,101 N Stone Ave Tucson AZ 85701-1501,US,Library Mail,4.4,1 lbs ,,,1,18
{9455109105156115875460},2025-01-29 0:00:00,Interlibrary Loan,Washoe County Library System,301 S Center St Reno NV 89501-2102,US,Library Mail,5.11,2 lbs ,,,2,18
{9455140105156000091626},2025-02-11 0:00:00,JPL- Interlibrary Loan,University of Texas at San Antonio,1 Utsa Cir San Antonio TX 78249-0600,US,Library Mail,8.66,7 lbs ,,,7,18
{9455109105156118768707},2025-02-27 0:00:00,Interlibrary Loan,Humboldt County Library,1313 3rd St Eureka CA 95501-0553,US,Library Mail,5.11,2 lbs ,,,2,18
{9455109105156123812624},2025-03-27 0:00:00,Interlibrary Loans,Allen County Public Library,900 Library Plz Fort Wayne IN 46802-3699,US,Library Mail,5.11,2 lbs ,,,2,18
{9455109105156111670687},2025-01-06 0:00:00,Newton Gresham Library - ILL,Sam Houston State University,"1830 Bobby K. Marks Dr, Campus Box 2179 Huntsville TX 77341-2179",US,Library Mail,8.66,7 lbs ,,,7,17
{9455109105156608246760},2025-01-09 0:00:00,Interlibrary Loan Dept,Siouxland Libraries,PO Box 7403 Sioux Falls SD 57117-7403,US,Library Mail,4.4,1 lbs ,,,1,17
{9455109105156608739453},2025-01-13 0:00:00,Interlibrary Loan,Dayton Metro Library,215 E 3rd St Dayton OH 45402-2103,US,Library Mail,4.4,1 lbs ,,,1,17
{9455109105156612213772},2025-02-14 0:00:00,Interlibrary Loan,Pioneer Library System,300 Norman Center Ct Norman OK 73072-4867,US,Library Mail,4.4,1 lbs ,,,1,17
{9455109105156612933526},2025-02-20 0:00:00,Fulton Library ILL - MS145,Utah Valley University,1545 W Bus Park Dr Orem UT 84058-2221,US,Library Mail,4.4,1 lbs ,illdept@kcls.org,4.4,1,17
{9455109105156119919320},2025-03-06 0:00:00,Interlibrary Loan,Olathe Public Library,260 E Santa Fe St Olathe KS 66061-3566,US,Library Mail,5.11,2 lbs ,,,2,17
{9455109105156607449773},2025-01-03 0:00:00,Interlibrary Loan,Rapides Parish Library,411 Washington St Alexandria LA 71301-8338,US,Library Mail,4.4,1 lbs ,,,1,16
{9455109105156607629458},2025-01-06 0:00:00,Interlibrary Loan,Delaware County Library System,"340 N Middletown Rd, Bldg 19 Fair Acres Media PA 19063-5505",US,Library Mail,5.11,2 lbs ,,,2,16
{9455109105156111667854},2025-01-06 0:00:00,Interlibrary Loan,Great River Regional Library,1300 W Germain St Saint Cloud MN 56301-3414,US,Library Mail,6.53,4 lbs ,,,4,16
{9455109105156111656971},2025-01-06 0:00:00,Interlibrary Loan,Aurora Public Library District,101 S River St Aurora IL 60506-6005,US,Library Mail,5.82,3 lbs ,,,3,16
{9455109105156608243110},2025-01-09 0:00:00,Merrill-Cazier Library-ILL Dept,Utah State University,3045 Old Main Hl Logan UT 84322-3045,US,Library Mail,5.11,2 lbs ,,,2,16
{9455109105156608471018},2025-01-10 0:00:00,Interlibrary Loan,Flagstaff Public Library,300 W Aspen Ave Flagstaff AZ 86001-5304,US,Library Mail,5.11,2 lbs ,,,2,16
{9455109105156608471483},2025-01-10 0:00:00,Interlibrary Loan,Topeka & Shawnee County Public Library,1515 SW 10th Ave Topeka KS 66604-1374,US,Library Mail,5.11,2 lbs ,,,2,16
{9455109105156609167576},2025-01-15 0:00:00,Interlibrary Loan,Marshall Public Library,113 S Garfield Ave Pocatello ID 83204-3235,US,Library Mail,5.82,3 lbs ,,,3,16
{9455109105156113947091},2025-01-17 0:00:00,Cudahy Library Interlibrary Loan,Loyola University Chicago,1032 W Sheridan Rd Chicago IL 60660-1537,US,Library Mail,5.82,3 lbs ,,,3,16
{9455109105156114612134},2025-01-22 0:00:00,ILL Dept,Schenectady County Public Library,99 Clinton St Schenectady NY 12305-2083,US,Library Mail,6.53,4 lbs ,,,4,16
{9455109105156114804744},2025-01-23 0:00:00,Interlibrary Loan,Port Townsend Public Library,1220 Lawrence St Port Townsend WA 98368-6527,US,Library Mail,5.11,2 lbs ,,,2,16
{9455109105156611197745},2025-01-28 0:00:00,Interlibrary Loan Dept,Westchester Library System,"570 Taxter Rd, Ste 400 Elmsford NY 10523-2361",US,Library Mail,5.82,3 lbs ,,,3,16
{9455140105156000068000},2025-02-07 0:00:00,144 Renne Library - ILL,Montana State University - Bozeman,PO Box 173320 Bozeman MT 59717-3320,US,Library Mail,7.24,5 lbs ,,,5,16
{9455109105156116623015},2025-02-18 0:00:00,King Library - ILL Department,San Jose State University,1 Washington Sq San Jose CA 95192-1001,US,Library Mail,5.11,2 lbs ,,,2,16
{9455109105156118768790},2025-02-27 0:00:00,Interlibrary Loan at Killam Library,Texas A&M International University,5201 University Blvd Laredo TX 78041-1920,US,Library Mail,5.11,2 lbs ,,,2,16
{9455109105156111444875},2025-01-03 0:00:00,Interlibrary Loan,Glendale Public Library,5959 W Brown St Glendale AZ 85302-1200,US,Library Mail,5.11,2 lbs ,,,2,15
{9455109105156111455833},2025-01-03 0:00:00,ILL - Milo Dept,Enoch Pratt Free Library,400 Cathedral St Baltimore MD 21201-4484,US,Library Mail,4.4,1 lbs ,,,1,15
{9455109105156607918644},2025-01-07 0:00:00,Interlibrary Loan Dept,Glasgow City-County Library,408 3rd Ave S Glasgow MT 59230-2498,US,Library Mail,5.82,3 lbs ,,,3,15
{9455109105156112473003},2025-01-09 0:00:00,Interlibrary Loan,St Louis County Library,1412 S Spoede Rd Saint Louis MO 63131-2557,US,Library Mail,4.4,1 lbs ,,,1,15
{9455109105156112737136},2025-01-10 0:00:00,Interlibrary Loan,Birmingham Public Library,2100 Park Pl Birmingham AL 35203-2794,US,Library Mail,4.4,1 lbs ,,,1,15
{9455109105156608743603},2025-01-13 0:00:00,Stewart Library - Interlibrary Loan,Weber State University,"3921 Central Campus Dr, Dept 2901 Ogden UT 84408-2901",US,Library Mail,4.4,1 lbs ,,,1,15
{9455109105156113942492},2025-01-17 0:00:00,Interlibrary Loan,Cochise County Library District,"1415 Melody Ln, Bldg C Bisbee AZ 85603-3039",US,Library Mail,4.4,1 lbs ,,,1,15
{9455109105156611198742},2025-01-28 0:00:00,Buswell Library - ILL,Wheaton College,421 N Chase St Wheaton IL 60187-4212,US,Library Mail,6.53,4 lbs ,,,4,15
{9455140105156000009621},2025-01-31 0:00:00,Interlibrary Loan,Skokie Public Library,5215 Oakton St Skokie IL 60077-3680,US,Library Mail,5.82,3 lbs ,,,3,15
{9455140105156000019316},2025-02-03 0:00:00,Interlibrary Loan,Cerritos Library,18025 Bloomfield Ave Cerritos CA 90703-8578,US,Library Mail,5.11,2 lbs ,,,2,15
{9455140105156000019613},2025-02-03 0:00:00,Auraria Library - ILL Dept,University of Colorado - Denver,1100 Lawrence St Denver CO 80204-2041,US,Library Mail,4.4,1 lbs ,,,1,15
{9455109105156117184140},2025-02-20 0:00:00,Interlibrary Loan,Southeast Oklahoma Library System,2820 N Main St McAlester OK 74501-2630,US,Library Mail,5.11,2 lbs ,illdept@kcls.org,5.11,2,15
{9455109105156615224669},2025-03-07 0:00:00,Interlibrary Loan,Columbia County Rural Library District,PO Box 74 Dayton WA 99328-0074,US,Library Mail,5.11,2 lbs ,,,2,15
{9455109105156607437480},2025-01-03 0:00:00,Interlibrary Loan,Teton County Library,PO Box 1629 Jackson WY 83001-1629,US,Library Mail,5.11,2 lbs ,,,2,14
{9455109105156607630232},2025-01-06 0:00:00,Library - Interlibrary Services,University of Virginia,PO Box 400109 Charlottesville VA 22904-4109,US,Library Mail,4.4,1 lbs ,,,1,14
{9455109105156111683946},2025-01-06 0:00:00,Interlibrary Loan Dept,Bartholomew County Public Library,536 5th St Columbus IN 47201-6225,US,Library Mail,4.4,1 lbs ,,,1,14
{9455109105156111687395},2025-01-06 0:00:00,Interlibrary Loan,Montgomery Cnty-Norristown Pub Library,1001 Powell St Norristown PA 19401-3817,US,Library Mail,4.4,1 lbs ,,,1,14
{9455109105156607921354},2025-01-08 0:00:00,Interlibrary Loan,Palos Verdes Library District,701 Sil Spur Rd Rolling Hills Estates CA 90274-3603,US,Library Mail,4.4,1 lbs ,,,1,14
{9455109105156112435063},2025-01-09 0:00:00,ILL Department,Arapahoe Libraries,12855 E Adam Aircraft Cir Englewood CO 80112-4550,US,Library Mail,7.24,5 lbs ,,,5,14
{9455109105156112445543},2025-01-09 0:00:00,Interlibrary Loan,Libraries of Stevens County,PO Box 500 Kettle Falls WA 99141-0500,US,Library Mail,5.11,2 lbs ,,,2,14
{9455109105156113663380},2025-01-16 0:00:00,Interlibrary Loan,University of Wyoming Libraries,"1000 E University Ave, Dept 3334 Laramie WY 82071-2001",US,Library Mail,8.66,6 lbs 12.20 oz,,,6.7625,14
{9455109105156609713629},2025-01-17 0:00:00,Interlibrary Loan,Meridian Library District,1250 W Cherry Ln Meridian ID 83642-1514,US,Library Mail,5.11,2 lbs ,,,2,14
{9455109105156114290714},2025-01-21 0:00:00,Interlibrary Loan,ImagineIF Libraries,247 1st Ave E Kalispell MT 59901-4560,US,Library Mail,5.11,2 lbs ,,,2,14
{LZ245740807US},2025-01-21 0:00:00,ILL Department,Royal Danish Library - Aarhus,Victor Albecks Vej 1 Aarhus C DK DK 8000,DK,First Pkg Int'l,34.2,11.80 oz,,,0.7375,14
{9455109105156611085684},2025-01-27 0:00:00,Interlibrary Loan,Fairchild AFB Library - ILL,2 W Castle St 92 Fss-Fsdl Fairchild Air Force Base WA 99011-8532,US,Library Mail,5.11,2 lbs ,,,2,14
{9455109105156611766811},2025-01-30 0:00:00,ILL Department,Monroe County Public Library,303 E Kirkwood Ave Bloomington IN 47408-3592,US,Library Mail,5.82,3 lbs ,,,3,14
{9455140105156000010153},2025-01-31 0:00:00,Interlibrary Loan,Oak Lawn Public Library,9427 Raymond Ave Oak Lawn IL 60453-2466,US,Library Mail,5.11,2 lbs ,,,2,14
{9455140105156000106214},2025-02-12 0:00:00,Tutt Library - Interlibrary Loan,Colorado College,1021 N Cascade Ave Colorado Springs CO 80903-3252,US,Library Mail,4.4,1 lbs ,,,1,14
{9455109105156116862612},2025-02-19 0:00:00,The Hub - Interlibrary Loan,James Madison University,"771 Dukes Dr, MSC 1704 Harrisonburg VA 22807-1018",US,Library Mail,5.11,2 lbs ,illdept@kcls.org,5.11,2,14
{9455109105156118360086},2025-02-26 0:00:00,Interlibrary Loan,Indian Trails Public Library District,355 Schoenbeck Rd Wheeling IL 60090-4499,US,Library Mail,4.4,1 lbs ,,,1,14
{9455109105156118352562},2025-02-26 0:00:00,Interlibrary Loan,Newport Public Library,116 S Washington Ave Newport WA 99156-9665,US,Library Mail,5.11,2 lbs ,,,2,14
{9455109105156614081416},2025-02-28 0:00:00,Interlibrary Loan,Arlington Heights Memorial Library,500 N Dunton Ave Arlington Heights IL 60004-5966,US,Library Mail,4.4,1 lbs ,,,1,14
{9455109105156617311275},2025-03-19 0:00:00,ILL Department,Santa Cruz Public Libraries,117 Union St Santa Cruz CA 95060-3707,US,Library Mail,5.11,2 lbs ,,,2,14
{9455140105156000621540},2025-08-18 0:00:00,Library - Interlibrary Loan,University of Wyoming,"1000 E University Ave, Dept 3334 Laramie WY 82071-2001",US,Library Mail,6.38,4 lbs ,,,4,14
{9455109105156607451776},2025-01-03 0:00:00,Document Delivery Services - 1322,"University of Nevada, Reno",1664 N Virginia St Mathewson-Igt Knowledge Ctr Reno NV 89557-1322,US,Library Mail,4.4,1 lbs ,,,1,13
{9455109105156111682710},2025-01-06 0:00:00,Interlibrary Loan,Santa Monica Public Library,PO Box 1610 Santa Monica CA 90406-1610,US,Library Mail,4.4,1 lbs ,,,1,13
{9455109105156607634063},2025-01-06 0:00:00,Interlibrary Loan,Rapid City Public Library,610 Quincy St Rapid City SD 57701-3655,US,Library Mail,4.4,1 lbs ,,,1,13
{9455109105156608243837},2025-01-09 0:00:00,Interlibrary Loan,Cobb County Public Library System,266 Roswell St SE Marietta GA 30060-2004,US,Library Mail,5.82,3 lbs ,,,3,13
{9455109105156112728905},2025-01-10 0:00:00,Interlibrary Loan,Christian County Library,208 N McCroskey St Nixa MO 65714-8437,US,Library Mail,5.11,2 lbs ,,,2,13
{9455109105156112726727},2025-01-10 0:00:00,Interlibrary Loan,Boise Public Library,715 S Capitol Blvd Boise ID 83702-7123,US,Library Mail,7.24,5 lbs ,,,5,13
{9455109105156609171443},2025-01-15 0:00:00,Interlibrary Loan,Kuna Library,PO Box 129 Kuna ID 83634-0129,US,Library Mail,5.11,2 lbs ,,,2,13
{9455109105156113649971},2025-01-16 0:00:00,Bartle Library - Interlibrary Loan,Binghamton University,4400 Vestal Pkwy E Binghamton NY 13902-4400,US,Library Mail,4.4,1 lbs ,,,1,13
{9455109105156114284102},2025-01-21 0:00:00,"Thomas P O'Neill Library - ILL, Rm 306",Boston College,140 Comm Ave Chestnut Hill MA 02467-3858,US,Library Mail,6.53,4 lbs ,,,4,13
{9455109105156114607864},2025-01-22 0:00:00,ILL,Hutchinson Public Library,901 N Main St Hutchinson KS 67501-4492,US,Library Mail,4.4,1 lbs ,,,1,13
{9455109105156115566375},2025-01-28 0:00:00,Interlibrary Loan,Garden City Library,6015 N Glenwood St Garden City ID 83714-1346,US,Library Mail,4.4,1 lbs ,,,1,13
{9455109105156611197158},2025-01-28 0:00:00,Interlibrary Loan Dept,North Dakota State Library,"604 E Boulevard Ave, Dept 250 Bismarck ND 58505-0800",US,Library Mail,5.82,3 lbs ,,,3,13
